user_id,merchant_id,amount,hour,country,channel,device_type,merchant_category,currency,is_high_risk_country,is_international,card_present,velocity_24h,label
38439,3546,36.6,9,GB,pos,android,electronics,USD,0,0,1,2,0
2862,2559,22.91,18,US,pos,card,grocery,USD,0,0,1,0,0
41833,2882,70.07,20,US,online,web,utilities,USD,0,0,0,1,0
21383,61,11.61,14,DE,online,card,grocery,EUR,0,0,0,0,0
7439,4344,55.27,13,US,mobile,ios,fuel,USD,0,0,0,4,0
49474,3464,48.87,11,US,online,web,digital,EUR,0,0,0,0,0
26670,2081,12.58,3,DE,mobile,android,restaurant,EUR,0,0,0,0,0
33004,4282,11.41,12,IN,pos,web,fashion,USD,0,0,1,4,0
20455,4148,69.78,6,US,online,web,grocery,EUR,0,0,0,5,0
6617,1696,23.39,14,ES,pos,web,electronics,JPY,0,0,1,1,0
28323,4757,172.44,14,US,pos,android,gaming,USD,0,0,1,0,0
49159,4930,53.16,12,JP,mobile,android,fashion,EUR,0,0,0,0,0
28783,2985,76.63,14,IN,pos,web,travel,USD,0,0,1,1,0
23636,4683,113.29,18,US,pos,android,fuel,USD,0,1,1,6,0
19545,772,55.28,9,CH,pos,web,fashion,EUR,0,0,1,3,0
40851,1981,64.98,13,CA,pos,android,restaurant,USD,0,0,1,0,0
39403,1585,62.2,4,PL,online,ios,restaurant,USD,0,0,0,2,0
35820,1907,32.64,9,US,pos,web,grocery,USD,0,0,1,0,0
16268,1690,39.26,20,US,pos,web,grocery,USD,0,0,1,0,0
25951,137,234.99,18,CA,mobile,web,electronics,USD,0,0,0,1,0
9859,1871,59.81,6,US,online,web,utilities,EUR,0,0,0,2,0
12848,942,52.67,9,PL,pos,android,digital,USD,0,0,1,1,0
2171,3300,76.59,18,GB,mobile,android,digital,GBP,0,0,0,1,0
16322,2791,63.55,22,AU,pos,android,fashion,USD,0,1,1,2,0
24574,1012,31.92,22,IN,pos,android,restaurant,EUR,0,0,1,2,0
30818,4041,119.95,0,US,online,android,digital,USD,0,0,0,1,0
37905,1379,23.23,10,ES,mobile,web,digital,USD,0,0,0,0,0
13339,4284,70.94,18,US,pos,card,gaming,USD,0,0,1,5,1
32251,2184,30.78,8,ES,mobile,card,grocery,JPY,0,0,0,3,0
34644,20,24.98,10,CA,pos,web,digital,USD,0,1,1,2,0
7195,40,110.1,15,GB,pos,web,restaurant,USD,0,0,1,1,0
42076,357,134.1,9,US,pos,ios,restaurant,USD,0,1,1,2,0
6309,4390,7.36,11,US,mobile,ios,fuel,USD,0,0,0,1,0
46577,2405,20.3,22,DE,pos,web,utilities,USD,0,0,1,2,0
21222,3092,58.06,13,GB,online,android,grocery,USD,0,0,0,0,0
13008,989,26.89,17,FR,online,web,grocery,USD,0,0,0,1,0
45931,400,33.3,15,IN,pos,ios,utilities,USD,0,0,1,0,0
4940,4750,14.24,15,US,online,android,fuel,USD,0,0,0,1,0
44423,278,20.25,17,US,pos,android,grocery,USD,0,0,1,1,0
19899,3837,44.42,15,US,online,ios,restaurant,USD,0,0,0,0,0
29720,3691,39.12,7,MX,online,android,restaurant,USD,0,0,0,0,0
5179,4434,130.07,6,CA,online,web,fuel,USD,0,0,0,0,0
19015,2016,21.33,15,ES,pos,android,travel,USD,0,0,1,0,1
24860,1968,62.37,15,US,pos,web,utilities,USD,0,0,1,3,0
49879,4877,35.34,18,US,online,android,restaurant,USD,0,0,0,2,0
35137,4234,19.8,18,CH,online,android,electronics,GBP,0,0,0,1,0
19820,4120,33.16,11,US,online,android,fashion,EUR,0,0,0,1,0
17071,3868,20.45,4,US,online,web,electronics,USD,0,0,0,1,0
18756,4781,32.99,12,US,mobile,web,utilities,USD,0,0,0,0,0
13288,3444,64.13,16,US,online,web,grocery,GBP,0,0,0,1,0
32045,2322,164.34,11,US,pos,web,electronics,USD,0,0,1,1,0
43209,695,39.31,15,GB,mobile,ios,fuel,GBP,0,0,0,0,0
27645,2398,42.49,15,SE,mobile,web,fuel,GBP,0,0,0,2,0
9720,842,15.1,0,US,online,android,digital,USD,0,0,0,0,0
20445,1097,12.99,6,NL,mobile,web,restaurant,USD,0,0,0,0,0
26052,61,36.18,11,US,pos,web,travel,USD,0,0,1,3,0
26935,4609,18.86,22,IN,mobile,android,digital,USD,0,0,0,2,0
1406,4431,30.33,6,US,online,ios,digital,USD,0,1,0,1,0
33269,3479,27.29,19,CH,pos,android,grocery,USD,0,0,1,0,0
31625,2755,6.35,19,US,online,web,grocery,USD,0,0,0,0,0
41661,1722,29.66,12,US,pos,android,fuel,USD,0,0,1,4,0
21583,1902,89.27,18,DE,online,ios,grocery,GBP,0,0,0,1,0
48569,3181,50.37,19,US,pos,android,grocery,USD,0,0,1,2,0
31818,3786,14.03,17,DE,pos,card,fuel,USD,0,0,1,0,0
13273,4039,23.6,13,US,pos,card,fuel,USD,0,0,1,2,0
8976,2407,19.09,12,FR,online,web,grocery,USD,0,0,0,2,0
37799,4215,21.3,3,ES,pos,android,fashion,JPY,0,1,1,1,0
37064,1453,96.71,6,GB,online,android,travel,USD,0,0,0,1,0
25537,3607,83.46,17,CA,pos,android,fashion,EUR,0,0,1,1,0
39593,4661,4.99,9,IN,mobile,ios,fuel,EUR,0,0,0,1,0
43500,4571,22.76,11,JP,pos,android,restaurant,JPY,0,0,1,0,0
22003,2419,81.16,12,CA,pos,web,travel,GBP,0,0,1,3,0
8456,2009,10.92,23,IN,pos,web,fashion,USD,0,0,1,1,0
38906,923,46.59,11,GB,pos,ios,travel,USD,0,0,1,1,0
11278,2437,17.65,19,CA,pos,ios,electronics,USD,0,0,1,1,0
47050,2817,41.53,20,US,online,ios,travel,USD,0,1,0,0,0
27119,4013,65.58,15,US,pos,web,grocery,USD,0,0,1,1,0
37654,3704,60.84,10,US,online,android,electronics,EUR,0,0,0,0,0
774,2616,28.53,17,AU,pos,web,grocery,USD,0,0,1,1,0
38252,1780,54.21,9,US,online,android,fashion,GBP,0,0,0,1,0
9654,2829,69.77,1,US,online,web,fuel,USD,0,0,0,1,0
9979,4021,26.19,16,GB,mobile,android,utilities,USD,0,0,0,3,0
31282,3880,31.28,11,NL,pos,web,digital,USD,0,0,1,1,0
45271,4586,106.38,14,US,online,web,grocery,USD,0,1,0,1,0
41587,1130,15.23,20,US,online,android,utilities,USD,0,0,0,1,0
1754,1486,53.28,7,SE,pos,android,restaurant,USD,0,0,1,0,0
13599,652,43.67,9,ES,online,web,grocery,EUR,0,0,0,1,0
45813,1473,27.48,10,IN,online,card,utilities,EUR,0,0,0,2,0
3638,3434,48.7,10,US,online,ios,electronics,GBP,0,1,0,0,0
6612,1233,78.66,22,FR,pos,card,electronics,GBP,0,0,1,0,0
9027,1161,68.92,17,SE,atm,ios,travel,EUR,0,0,1,2,0
23561,447,18.34,15,SE,pos,web,grocery,USD,0,0,1,1,0
34334,1356,91.53,10,GB,atm,ios,travel,EUR,0,0,1,0,0
33703,2740,23.06,10,SE,mobile,ios,grocery,USD,0,0,0,0,0
42859,2465,83.87,17,DE,online,android,fashion,AUD,0,1,0,0,0
6760,2156,58.2,17,GB,online,web,restaurant,USD,0,0,0,2,0
39964,3333,35.48,11,IN,online,web,restaurant,EUR,0,0,0,1,0
42648,546,41.4,15,ES,pos,web,electronics,USD,0,0,1,2,0
43053,2930,62.31,15,US,pos,ios,grocery,USD,0,0,1,2,0
9424,1699,30.69,12,US,online,web,fashion,EUR,0,0,0,0,0
21472,3783,27.47,20,US,online,android,travel,USD,0,0,0,2,0
37649,3143,86.45,18,GB,online,ios,restaurant,USD,0,0,0,3,0
4611,4171,10.33,14,IN,pos,web,travel,USD,0,0,1,3,0
7381,4530,86.53,13,US,mobile,ios,utilities,USD,0,0,0,3,0
14860,313,59.17,9,US,online,android,utilities,CAD,0,0,0,3,0
33866,32,74.57,14,US,pos,android,electronics,USD,0,0,1,2,0
39191,3045,140.05,7,US,pos,web,grocery,EUR,0,0,1,0,0
48355,1067,103.14,14,DE,pos,card,grocery,GBP,0,0,1,3,0
7285,3496,29.4,14,IT,pos,web,restaurant,USD,0,0,1,1,0
30280,1488,62.05,9,US,pos,ios,gaming,EUR,0,0,1,1,0
37006,4743,46.36,20,DE,pos,ios,grocery,USD,0,0,1,1,0
32611,307,142.69,9,IN,online,web,utilities,USD,0,0,0,1,0
22742,4031,60.95,6,GB,pos,web,grocery,USD,0,0,1,0,0
23684,768,62.11,11,GB,mobile,android,fashion,GBP,0,0,0,1,0
47072,1954,27.06,8,GB,online,web,fuel,USD,0,0,0,0,0
44004,3212,45.11,17,FR,mobile,android,electronics,GBP,0,0,0,1,0
29659,2094,68.44,12,GB,mobile,android,gaming,USD,0,0,0,1,0
8469,74,48.33,14,GB,online,ios,restaurant,USD,0,0,0,5,0
37307,2544,62.67,8,US,pos,web,restaurant,JPY,0,0,1,2,0
27351,4644,10.41,12,IT,online,web,grocery,USD,0,0,0,0,0
30556,4058,23.61,7,US,online,web,restaurant,AUD,0,1,0,1,0
25255,3072,115.96,13,US,atm,web,utilities,USD,0,0,1,0,0
8974,2141,133.1,11,IN,pos,web,digital,AUD,0,0,1,5,0
292,4503,247.28,11,FR,pos,web,fashion,USD,0,0,1,0,0
2694,4239,72.6,6,SE,online,ios,travel,JPY,0,0,0,0,0
15696,2927,20.4,14,CA,pos,ios,fashion,USD,0,0,1,1,0
40601,4951,43.26,8,GB,pos,card,digital,USD,0,0,1,2,0
9996,1114,39.44,11,US,online,android,grocery,USD,0,0,0,0,0
28275,3809,21.36,13,US,pos,android,fashion,USD,0,0,1,2,0
49655,4733,17.34,13,IN,pos,android,digital,USD,0,0,1,1,0
32684,1039,53.08,15,US,pos,android,restaurant,GBP,0,0,1,1,0
19105,2451,6.8,9,US,pos,web,fashion,USD,0,0,1,0,0
38688,2814,41.32,13,IN,pos,ios,restaurant,USD,0,0,1,0,0
3267,3844,68.37,10,GB,pos,web,fashion,CAD,0,0,1,1,0
48061,3444,22.19,7,ES,pos,android,utilities,CAD,0,0,1,2,0
2573,4958,201.28,19,US,online,web,restaurant,USD,0,1,0,1,0
10200,3742,22.99,17,US,online,ios,gaming,USD,0,0,0,2,0
25248,2967,82.02,20,DE,mobile,ios,digital,CAD,0,0,0,2,0
5578,3543,53.84,12,FR,pos,ios,fuel,USD,0,0,1,1,0
26441,3198,51.88,13,GB,pos,ios,fuel,CAD,0,1,1,0,0
49754,2719,26.34,7,IN,mobile,card,grocery,AUD,0,0,0,0,0
17346,4461,28.2,20,GB,pos,web,grocery,EUR,0,0,1,1,0
22069,4457,30.15,22,IN,mobile,web,electronics,USD,0,0,0,0,0
13594,1143,27.82,21,US,pos,web,restaurant,USD,0,0,1,1,0
27812,2626,50.69,19,ES,pos,card,gaming,GBP,0,0,1,0,0
7734,3416,64.23,19,GB,online,card,fuel,USD,0,0,0,3,0
14720,1576,36.38,17,US,online,ios,restaurant,USD,0,0,0,0,0
12132,4741,37.87,11,US,pos,android,digital,EUR,0,0,1,0,0
25056,2354,9.7,9,CA,pos,ios,restaurant,GBP,0,0,1,1,0
46059,4430,163.76,18,AU,online,web,fashion,GBP,0,0,0,1,0
31251,671,64.48,8,IN,online,ios,grocery,USD,0,0,0,3,0
33192,2262,45.99,11,US,online,web,utilities,USD,0,0,0,0,0
23058,2333,19.3,16,AU,online,ios,digital,EUR,0,0,0,2,0
21680,2831,107.16,21,DE,pos,ios,digital,USD,0,0,1,1,0
14740,4915,176.81,7,IN,online,web,restaurant,CAD,0,0,0,0,0
37929,2425,49.87,20,ES,pos,ios,grocery,USD,0,0,1,0,0
7287,1350,107.8,9,CA,mobile,web,digital,AUD,0,0,0,0,0
1721,3509,44.86,17,US,online,web,restaurant,USD,0,0,0,1,0
36840,4550,52.67,20,US,pos,web,restaurant,GBP,0,0,1,1,0
18370,468,73.5,9,CA,pos,android,grocery,EUR,0,0,1,1,0
3524,4534,42.67,12,GB,pos,ios,fashion,USD,0,0,1,1,0
13716,738,10.07,12,SE,pos,ios,electronics,USD,0,0,1,1,0
3622,382,18.0,11,IN,mobile,ios,grocery,USD,0,0,0,2,0
27360,867,28.96,9,GB,mobile,ios,digital,GBP,0,0,0,2,0
35320,4175,101.65,7,US,pos,android,electronics,EUR,0,0,1,0,0
45477,2435,23.44,23,DE,online,card,grocery,EUR,0,1,0,0,0
18890,3936,27.06,15,GB,online,card,grocery,GBP,0,0,0,2,0
42361,1558,24.78,11,FR,pos,web,grocery,USD,0,0,1,2,0
14199,2021,111.41,8,CA,online,card,restaurant,EUR,0,1,0,2,0
19622,1510,57.93,9,US,online,web,fashion,USD,0,0,0,1,0
34807,4907,60.83,23,CA,pos,web,travel,USD,0,0,1,1,0
31966,3510,32.76,7,JP,online,web,restaurant,USD,0,0,0,1,0
42046,3813,184.31,7,FR,online,ios,fashion,EUR,0,1,0,3,0
38203,2365,94.27,8,US,online,card,fashion,EUR,0,0,0,0,0
42678,2033,105.99,19,US,online,ios,digital,USD,0,0,0,1,0
20468,2902,41.94,8,IN,pos,ios,fuel,EUR,0,0,1,0,0
30043,4897,60.52,12,US,online,android,fashion,USD,0,0,0,1,0
47710,2296,20.76,23,NL,pos,android,digital,USD,0,0,1,1,0
48401,3596,31.15,8,CA,pos,android,digital,USD,0,0,1,1,0
39197,3033,12.82,9,ES,mobile,card,restaurant,USD,0,0,0,1,0
34376,2734,22.71,9,DE,pos,ios,fashion,CAD,0,0,1,0,0
43417,4555,6.48,19,AU,mobile,web,fuel,USD,0,0,0,0,0
8689,3702,70.91,20,US,pos,android,restaurant,GBP,0,1,1,2,0
5496,4459,20.03,7,GB,pos,web,fashion,GBP,0,0,1,1,0
45087,2330,32.09,21,IT,pos,android,electronics,USD,0,0,1,3,0
26755,4408,40.92,18,GB,online,android,gaming,EUR,0,0,0,1,0
47961,4838,64.19,12,US,mobile,web,restaurant,EUR,0,0,0,0,0
20912,2779,74.3,19,US,pos,web,fuel,USD,0,0,1,0,0
7773,1273,69.37,16,US,mobile,web,grocery,USD,0,0,0,1,0
4569,2322,18.3,16,US,online,card,grocery,USD,0,0,0,0,0
1533,591,43.45,8,CA,pos,android,grocery,USD,0,0,1,1,0
49345,2835,46.75,3,US,mobile,web,restaurant,EUR,0,0,0,0,0
2232,311,20.05,17,US,online,ios,digital,USD,0,0,0,1,0
48744,1694,87.58,11,US,pos,android,fashion,EUR,0,0,1,1,0
37497,1622,11.54,20,GB,online,android,restaurant,GBP,0,1,0,2,0
44221,4726,119.23,22,US,pos,web,fuel,USD,0,0,1,1,0
39703,2943,52.68,5,CA,pos,web,fashion,JPY,0,1,1,3,0
33587,4992,21.32,8,GB,mobile,android,grocery,GBP,0,0,0,1,0
7881,3979,50.0,18,US,mobile,web,fashion,USD,0,0,0,1,0
45342,2282,41.62,10,US,pos,ios,fuel,GBP,0,0,1,3,0
24249,1082,78.98,16,US,mobile,ios,restaurant,USD,0,0,0,0,0
20557,1371,21.57,20,US,online,android,fashion,USD,0,0,0,1,0
419,4788,43.99,19,DE,pos,web,utilities,USD,0,0,1,0,0
35512,2738,77.32,23,US,online,ios,grocery,USD,0,1,0,3,0
17113,3522,14.07,19,ES,online,web,digital,JPY,0,0,0,1,0
45541,2281,69.18,16,GB,online,ios,fashion,EUR,0,1,0,1,0
38475,1028,63.26,17,CA,pos,android,digital,USD,0,0,1,2,0
3618,4676,35.52,17,US,pos,web,electronics,USD,0,0,1,3,0
49983,3068,39.44,14,US,pos,web,fuel,USD,0,1,1,2,0
19172,2425,57.26,5,GB,pos,web,restaurant,GBP,0,0,1,0,0
27209,3464,36.9,21,JP,online,web,travel,AUD,0,0,0,0,0
37679,4113,15.07,20,US,mobile,web,fashion,USD,0,0,0,1,0
11220,2701,67.32,15,IN,pos,ios,electronics,CAD,0,1,1,0,0
12224,768,19.11,20,AU,pos,web,fuel,USD,0,0,1,1,0
39915,4755,10.34,14,US,online,web,electronics,USD,0,0,0,1,0
11663,4370,19.56,8,AU,online,ios,fashion,USD,0,0,0,1,0
18251,4509,100.25,10,GB,pos,android,grocery,USD,0,0,1,0,0
36666,4036,52.45,18,CA,pos,ios,grocery,USD,0,0,1,0,0
47743,4132,16.95,13,ES,pos,web,travel,USD,0,0,1,1,0
20211,4351,81.63,13,JP,online,android,restaurant,USD,0,0,0,1,0
18407,841,27.73,13,US,atm,web,electronics,USD,0,0,1,1,0
9116,949,48.27,4,US,mobile,web,grocery,USD,0,1,0,2,0
41068,3689,4320.82,23,US,online,ios,travel,JPY,0,0,0,4,1
35526,1398,93.01,14,US,mobile,android,electronics,GBP,0,1,0,1,0
40190,845,31.44,23,AU,online,ios,restaurant,USD,0,0,0,3,0
45448,2556,13.83,14,ES,online,web,restaurant,USD,0,0,0,4,0
19183,165,33.76,11,SE,mobile,web,grocery,JPY,0,0,0,1,0
46753,3600,250.33,18,US,pos,web,digital,USD,0,0,1,1,0
5748,2193,115.97,21,CA,online,web,utilities,USD,0,0,0,0,0
14542,3372,17.71,5,CA,pos,web,grocery,AUD,0,0,1,0,0
14807,1811,45.06,16,IT,pos,card,fashion,EUR,0,0,1,2,0
19431,4925,20.04,18,DE,pos,card,digital,EUR,0,0,1,2,0
126,3722,25.01,10,IN,online,web,fuel,USD,0,0,0,2,0
41188,2887,38.16,10,ES,pos,ios,grocery,EUR,0,0,1,1,0
27208,971,83.11,10,US,pos,web,grocery,USD,0,0,1,0,0
38747,2502,386.85,7,DE,online,web,electronics,USD,0,0,0,3,1
16161,2725,6.38,11,US,pos,web,restaurant,JPY,0,0,1,3,0
49682,4770,21.36,14,GB,pos,android,utilities,USD,0,0,1,3,0
48963,3333,43.88,5,SE,pos,card,travel,EUR,0,0,1,3,0
11090,2009,24.52,13,US,online,web,fuel,USD,0,0,0,3,0
41300,820,32.63,8,GB,online,ios,grocery,GBP,0,0,0,0,0
36830,1934,46.75,10,JP,pos,web,digital,CAD,0,0,1,0,0
31424,1632,40.29,6,FR,pos,card,digital,GBP,0,0,1,0,0
16605,84,93.55,14,NL,pos,card,fashion,GBP,0,0,1,1,0
24109,449,33.66,14,GB,mobile,web,utilities,GBP,0,0,0,3,0
45470,1017,44.34,17,US,online,web,electronics,EUR,0,0,0,0,0
25859,4588,132.08,9,ES,online,web,grocery,USD,0,0,0,2,0
31901,681,54.43,8,US,online,ios,digital,USD,0,0,0,0,0
35572,1699,13.32,1,US,pos,web,grocery,GBP,0,0,1,0,0
15081,2066,35.81,15,IT,online,ios,electronics,EUR,0,0,0,4,0
29623,2802,195.45,5,US,pos,web,utilities,USD,0,1,1,1,0
17842,2524,67.1,12,GB,online,ios,grocery,EUR,0,0,0,1,0
11150,2296,95.56,14,US,mobile,card,fuel,USD,0,0,0,2,0
27063,4835,6.87,15,GB,pos,web,gaming,EUR,0,0,1,0,0
1317,721,60.75,19,IN,pos,web,fuel,EUR,0,0,1,1,0
18727,250,71.05,11,CA,mobile,android,fashion,EUR,0,0,0,0,0
28388,4926,22.69,9,IN,online,card,restaurant,USD,0,0,0,1,0
38353,4327,38.03,15,IN,mobile,web,restaurant,EUR,0,0,0,1,0
17345,2718,117.17,6,IN,mobile,android,grocery,AUD,0,0,0,2,0
34698,3168,48.55,22,US,online,card,fuel,EUR,0,0,0,1,0
3159,3743,57.89,16,US,pos,web,fuel,EUR,0,0,1,1,0
26169,2057,154.76,15,FR,pos,web,digital,USD,0,0,1,2,0
28563,4925,162.18,7,US,online,android,restaurant,USD,0,0,0,2,0
2225,3161,94.55,16,IT,online,web,electronics,JPY,0,0,0,0,0
29639,2143,13.93,4,JP,pos,ios,utilities,AUD,0,0,1,2,0
35514,3261,11.86,16,CA,pos,web,digital,USD,0,0,1,2,0
3383,1396,115.7,14,US,pos,android,restaurant,USD,0,0,1,2,0
1613,411,121.68,12,ES,online,web,electronics,USD,0,0,0,1,0
31406,729,13.87,8,US,online,web,fashion,AUD,0,0,0,3,0
3186,4034,20.56,11,IN,online,ios,grocery,USD,0,0,0,2,0
49789,1595,106.95,22,US,online,android,electronics,USD,0,0,0,0,0
47644,1354,9.22,19,US,pos,card,utilities,USD,0,0,1,2,0
13446,4029,30.78,16,ES,pos,web,utilities,USD,0,0,1,3,0
31921,4315,32.29,11,US,mobile,android,fashion,EUR,0,0,0,2,0
10706,4074,28.36,21,US,online,android,fashion,EUR,0,0,0,2,0
39684,1351,119.05,19,US,mobile,web,utilities,USD,0,0,0,2,0
43703,4697,89.76,16,US,pos,web,travel,USD,0,0,1,3,0
8929,4342,247.97,10,AU,pos,android,electronics,USD,0,0,1,2,0
6553,2299,26.17,19,US,online,card,utilities,EUR,0,0,0,1,0
42501,4163,31.49,8,GB,online,web,restaurant,USD,0,0,0,2,0
16513,3070,14.27,9,DE,online,android,fashion,USD,0,0,0,2,0
35162,3016,25.61,21,IN,pos,android,fashion,GBP,0,0,1,0,0
12110,1092,265.98,12,IN,online,web,fuel,EUR,0,0,0,0,0
14957,4114,37.62,7,FR,pos,android,fuel,EUR,0,1,1,0,0
9519,2787,228.08,8,US,pos,android,grocery,USD,0,1,1,1,0
6102,157,30.91,12,IN,pos,card,grocery,AUD,0,0,1,2,0
13209,159,184.42,14,US,online,android,restaurant,USD,0,0,0,3,0
34646,2621,154.6,10,CA,pos,web,fashion,EUR,0,0,1,0,0
33874,1066,61.21,18,US,pos,web,fuel,USD,0,0,1,3,0
17490,1070,103.96,7,US,pos,android,utilities,EUR,0,0,1,0,0
22151,1378,82.93,15,IT,mobile,ios,utilities,EUR,0,1,0,1,0
18937,4899,23.68,18,DE,online,web,fashion,EUR,0,0,0,1,0
30943,4363,10.57,12,FR,mobile,ios,grocery,USD,0,0,0,1,0
24899,3612,25.75,15,JP,online,web,fashion,USD,0,0,0,0,0
32533,2035,51.85,14,US,pos,android,utilities,USD,0,0,1,0,0
23904,1533,105.09,15,IN,mobile,web,travel,GBP,0,0,0,0,0
29660,692,73.89,16,CA,pos,card,restaurant,GBP,0,0,1,1,0
45449,586,47.51,19,MX,online,web,restaurant,USD,0,0,0,1,0
8679,1359,145.13,9,DE,mobile,web,restaurant,JPY,0,0,0,1,0
45241,2420,9.65,10,GB,pos,web,electronics,USD,0,0,1,2,0
18173,3568,73.79,18,DE,mobile,android,restaurant,USD,0,0,0,0,0
16843,3937,34.5,11,IT,mobile,android,utilities,EUR,0,0,0,0,0
43134,3879,55.59,17,US,pos,ios,restaurant,USD,0,0,1,3,0
28916,2567,28.15,19,IN,online,web,fashion,USD,0,0,0,0,0
38222,1283,63.44,0,US,pos,card,electronics,USD,0,0,1,2,0
34130,2777,8.43,16,US,mobile,android,travel,USD,0,0,0,3,0
28156,3973,109.78,18,US,pos,android,travel,USD,0,0,1,1,0
49701,3456,14.88,3,US,pos,web,digital,GBP,0,0,1,2,0
23546,3281,35.22,11,IN,mobile,web,utilities,EUR,0,0,0,0,0
47353,296,54.07,19,IT,pos,web,digital,USD,0,0,1,2,0
5454,4329,9.98,18,US,atm,card,fashion,EUR,0,0,1,1,0
25931,2251,24.05,20,US,online,web,gaming,USD,0,0,0,1,0
30636,1282,121.04,8,DE,pos,web,grocery,AUD,0,0,1,0,0
43005,3917,41.09,9,IN,atm,web,restaurant,USD,0,0,1,1,0
47148,2110,17.42,3,FR,pos,ios,grocery,USD,0,1,1,1,0
38064,2834,38.01,12,NL,online,web,fuel,USD,0,0,0,1,0
9919,3955,32.53,8,GB,online,web,restaurant,GBP,0,1,0,1,0
32227,4777,9.61,19,US,online,web,restaurant,EUR,0,0,0,0,0
18737,3522,11.95,22,US,mobile,ios,travel,USD,0,0,0,3,0
42934,1596,52.39,15,FR,pos,web,grocery,USD,0,0,1,1,0
33345,3482,55.38,21,DE,pos,web,digital,EUR,0,0,1,1,0
12080,2289,32.8,21,GB,online,web,grocery,EUR,0,1,0,2,0
41040,1098,114.83,19,IT,online,web,travel,GBP,0,1,0,1,0
717,3972,60.93,13,PL,pos,web,grocery,USD,0,0,1,2,0
44254,273,26.95,14,AU,pos,ios,restaurant,USD,0,0,1,3,0
2692,4134,85.19,14,US,online,web,digital,USD,0,0,0,3,0
10721,1377,48.8,22,IN,online,android,grocery,USD,0,0,0,1,0
12885,334,59.68,16,US,pos,web,utilities,USD,0,0,1,0,0
19128,2743,62.78,4,US,online,android,restaurant,USD,0,0,0,0,0
43559,2545,21.66,0,US,pos,card,grocery,USD,0,0,1,1,0
48305,3327,24.56,8,US,pos,ios,fashion,GBP,0,0,1,1,0
20684,3261,281.37,9,US,online,ios,fuel,AUD,0,0,0,3,0
11830,4621,54.88,21,IN,pos,web,grocery,EUR,0,0,1,3,0
18729,4648,140.31,16,CA,pos,web,fuel,EUR,0,0,1,1,0
46936,3880,27.98,10,US,mobile,web,restaurant,JPY,0,0,0,3,0
49696,2013,72.56,14,DE,pos,web,grocery,AUD,0,0,1,1,0
10005,4186,50.46,21,IN,pos,android,fashion,USD,0,0,1,0,0
22852,3995,42.95,13,DE,online,web,fashion,USD,0,1,0,0,0
49624,2536,5.86,15,US,online,web,restaurant,USD,0,0,0,0,0
24435,3990,34.46,19,AU,pos,card,fuel,USD,0,0,1,2,0
43097,1664,35.84,8,US,pos,ios,restaurant,USD,0,1,1,1,0
14900,985,39.26,19,DE,mobile,android,fashion,USD,0,0,0,0,0
28889,3700,133.53,11,GB,pos,web,fuel,AUD,0,0,1,2,0
4273,3238,11.6,8,IN,online,web,fashion,USD,0,0,0,2,0
28481,4800,32.12,18,GB,pos,web,digital,EUR,0,0,1,1,0
42846,1753,46.58,15,PL,pos,android,electronics,USD,0,0,1,1,0
31131,799,26.93,23,US,pos,android,grocery,GBP,0,0,1,0,0
13826,1134,186.44,10,DE,pos,web,utilities,USD,0,0,1,1,0
6879,3169,56.07,11,DE,pos,web,grocery,GBP,0,0,1,3,0
46078,2389,19.18,21,US,pos,android,grocery,USD,0,0,1,0,0
37815,2065,40.03,10,IT,online,ios,restaurant,USD,0,0,0,3,0
42953,4038,32.39,20,ES,online,ios,digital,USD,0,0,0,1,0
33381,766,23.12,18,US,online,card,grocery,USD,0,0,0,3,0
22631,1621,56.02,20,CA,pos,android,utilities,JPY,0,0,1,3,0
26753,3095,20.39,13,US,pos,ios,digital,EUR,0,0,1,3,0
43725,1281,58.9,12,IN,atm,android,utilities,GBP,0,0,1,1,0
38865,4032,74.24,9,US,online,android,grocery,JPY,0,0,0,1,0
36701,2502,135.66,16,US,online,card,travel,GBP,0,0,0,1,0
26382,3458,111.27,8,CA,online,android,electronics,EUR,0,0,0,1,0
11059,4733,49.67,23,JP,pos,web,restaurant,USD,0,0,1,1,0
42661,1395,121.62,12,AU,pos,card,restaurant,EUR,0,1,1,1,0
29391,1625,46.39,15,IT,online,ios,utilities,USD,0,0,0,1,0
17186,130,18.65,5,MX,pos,android,grocery,USD,0,0,1,2,0
14147,4825,28.16,6,AU,pos,android,fashion,USD,0,0,1,2,0
19505,2682,593.95,20,ES,pos,ios,gaming,USD,0,0,1,0,0
23143,3786,18.62,16,US,mobile,web,restaurant,GBP,0,0,0,0,0
20550,2197,54.49,12,PL,online,ios,restaurant,USD,0,0,0,0,0
12097,3517,125.18,8,FR,pos,web,restaurant,USD,0,0,1,0,0
20398,312,59.99,15,IN,online,ios,restaurant,JPY,0,0,0,1,0
10954,3495,23.46,10,US,mobile,android,grocery,EUR,0,0,0,1,0
3207,3467,24.29,12,DE,pos,web,fuel,EUR,0,0,1,0,0
22439,571,39.43,7,US,online,android,restaurant,USD,0,0,0,4,0
21705,761,82.87,15,DE,pos,ios,restaurant,EUR,0,0,1,0,0
34018,4715,30.59,12,FR,pos,web,restaurant,EUR,0,0,1,4,0
49494,1873,34.82,21,FR,pos,web,gaming,USD,0,0,1,0,0
17636,3483,127.08,11,US,pos,web,fuel,EUR,0,0,1,3,0
38812,2727,36.33,9,AU,pos,web,gaming,EUR,0,0,1,2,0
